MATERIA,DESCRIPCION,ABREVIATURA,DEPARTAMENTO,CURSO,CURSO_N,ENSEÑANZAS,ESPECIALIDAD
39201,Análisis,AN,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
39203,Repertorio acompañado,RA,,5º de Enseñanzas Profesionales de Música (Flauta Travesera),5º,Profesional,Flauta Travesera
40757,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Tuba),1º,Elemental,Tuba
40759,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Tuba),1º,Elemental,Tuba
76624,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Tuba),1º,Elemental,Tuba
40847,Lenguaje Musical,LM,,2º de Enseñanzas Elementales de Música (Tuba),2º,Elemental,Tuba
40845,Instrumento,INS,,2º de Enseñanzas Elementales de Música (Tuba),2º,Elemental,Tuba
76648,Práctica Grupal,PG,,2º de Enseñanzas Elementales de Música (Tuba),2º,Elemental,Tuba
40997,Instrumento,INS,,3º de Enseñanzas Elementales de Música (Tuba),3º,Elemental,Tuba
40999,Lenguaje Musical,LM,,3º de Enseñanzas Elementales de Música (Tuba),3º,Elemental,Tuba
41003,Coro,CO,,3º de Enseñanzas Elementales de Música (Tuba),3º,Elemental,Tuba
76758,Práctica Grupal,PG,,3º de Enseñanzas Elementales de Música (Tuba),3º,Elemental,Tuba
41165,Instrumento,INS,,4º de Enseñanzas Elementales de Música (Tuba),4º,Elemental,Tuba
41167,Lenguaje Musical,LM,,4º de Enseñanzas Elementales de Música (Tuba),4º,Elemental,Tuba
41171,Coro,CO,,4º de Enseñanzas Elementales de Música (Tuba),4º,Elemental,Tuba
76722,Práctica Grupal,PG,,4º de Enseñanzas Elementales de Música (Tuba),4º,Elemental,Tuba
40765,Instrumento,INS,,1º de Enseñanzas Elementales de Música (Violín),1º,Elemental,Violín
40767,Lenguaje Musical,LM,,1º de Enseñanzas Elementales de Música (Violín),1º,Elemental,Violín
76638,Práctica Grupal,PG,,1º de Enseñanzas Elementales de Música (Violín),1º,Elemental,Violín
39111,Instrumento,INS,,4º de Enseñanzas Profesionales de Música (Violoncello),4º,Profesional,Violoncello
39113,Armonía,AR,,4º de Enseñanzas Profesionales de Música (Violoncello),4º,Profesional,Violoncello
39115,Orquesta,ORQ,,4º de Enseñanzas Profesionales de Música (Violoncello),4º,Profesional,Violoncello
39117,Historia de la Música,HM,,4º de Enseñanzas Profesionales de Música (Violoncello),4º,Profesional,Violoncello
39119,Instrumento Complementario,INCOM,,4º de Enseñanzas Profesionales de Música (Violoncello),4º,Profesional,Violoncello
39121,Repertorio acompañado,RA,,4º de Enseñanzas Profesionales de Música (Violoncello),4º,Profesional,Violoncello
